media_channel,advertiser_name,document_number,service_date,invoice_date,invoice_number,media_provider_name,vendor_name,invoice_amount,expense_catagory,business_unit,location,department,expense_code,invoiced_clicks
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43697,43706,MED-8337,RealGood Interactive Media Inc.,Googly Ads,79482,PASS -THROUGH MEDIA,7016,82337,6056,79010,60884
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43971,43981,MED-3464,RealGood Interactive Media Inc.,Googly Ads,85814,PASS -THROUGH MEDIA,7016,30000,7504,79010,62574
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43824,43835,MED-8393,RealGood Interactive Media Inc.,Zing,39399,PASS -THROUGH MEDIA,2808,28101,6056,79010,167729
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43715,43719,MED-2525,RealGood Interactive Media Inc.,Zing,39128,PASS -THROUGH MEDIA,2808,28101,6063,79025,74678
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43542,43553,MED-9809,RealGood Interactive Media Inc.,Zing,59362,PASS -THROUGH MEDIA,7016,82337,6056,79010,391238
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43629,43634,MED-5131,RealGood Interactive Media Inc.,Zing,26765,PASS -THROUGH MEDIA,7016,30000,7504,79010,46587
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44061,44065,MED-3431,RealGood Interactive Media Inc.,Ads180,36412,PASS -THROUGH MEDIA,2808,28101,6056,79010,74538
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43614,43619,MED-5832,RealGood Interactive Media Inc.,Ads180,28724,PASS -THROUGH MEDIA,2808,28101,6063,79025,78630
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43473,43476,MED-2680,RealGood Interactive Media Inc.,Ads180,16404,PASS -THROUGH MEDIA,7016,82337,6056,79010,33127
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44164,44167,MED-4124,Critical Point Social Media Agency,Spacebook,23991,PASS -THROUGH MEDIA,7016,30000,7504,79010,13351
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43465,43476,MED-5281,RealGood Interactive Media Inc.,Googly Ads,75572,PASS -THROUGH MEDIA,7016,82337,6056,79010,46832
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43616,43618,MED-5872,RealGood Interactive Media Inc.,Googly Ads,1914,PASS -THROUGH MEDIA,7016,30000,7504,79010,2055
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43718,43727,MED-5485,RealGood Interactive Media Inc.,Zing,55365,PASS -THROUGH MEDIA,7016,82337,6056,79010,332454
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44159,44167,MED-5948,RealGood Interactive Media Inc.,Zing,90598,PASS -THROUGH MEDIA,7016,30000,7504,79010,731216
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43945,43950,MED-8148,Critical Point Social Media Agency,Spacebook,91044,PASS -THROUGH MEDIA,7016,82337,6056,79010,38341
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43472,43479,MED-8729,RealGood Interactive Media Inc.,Ads180,60936,PASS -THROUGH MEDIA,7016,30000,7504,79010,213904
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44129,44136,MED-9431,RealGood Interactive Media Inc.,Googly Ads,67367,PASS -THROUGH MEDIA,7016,20002,5970,79025,56332
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43934,43940,MED-2544,RealGood Interactive Media Inc.,Ads180,8686,PASS -THROUGH MEDIA,7016,20002,5970,79025,14707
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43780,43783,MED-9128,RealGood Interactive Media Inc.,Googly Ads,72117,PASS -THROUGH MEDIA,2808,28101,6407,78675,57276
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44071,44076,MED-8182,Critical Point Social Media Agency,Spacebook,31166,PASS -THROUGH MEDIA,2808,28101,6407,78675,24478
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44130,44141,MED-5556,RealGood Interactive Media Inc.,Ads180,19013,PASS -THROUGH MEDIA,2808,28101,6407,78675,88622
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43788,43793,MED-5798,RealGood Interactive Media Inc.,Googly Ads,15802,PASS -THROUGH MEDIA,7016,30024,6063,79010,15414
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44004,44010,MED-1695,Critical Point Social Media Agency,Spacebook,40253,PASS -THROUGH MEDIA,7016,82337,6063,79005,43554
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43707,43716,MED-3691,Critical Point Social Media Agency,Spacebook,54362,PASS -THROUGH MEDIA,2808,28101,6056,79010,30352
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43623,43626,MED-8882,RealGood Interactive Media Inc.,Googly Ads,28319,PASS -THROUGH MEDIA,1808,18801,6063,79005,21310
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43904,43914,MED-2229,RealGood Interactive Media Inc.,Zing,88672,PASS -THROUGH MEDIA,7016,30024,6063,79010,189092
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43526,43530,MED-3142,RealGood Interactive Media Inc.,Zing,12711,PASS -THROUGH MEDIA,7016,82337,6063,79005,34600
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43528,43530,MED-4846,RealGood Interactive Media Inc.,Zing,44322,PASS -THROUGH MEDIA,2808,28101,6056,79010,143923
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43649,43657,MED-6843,RealGood Interactive Media Inc.,Zing,28313,PASS -THROUGH MEDIA,1808,18801,6063,79005,131499
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43999,44003,MED-6609,Critical Point Social Media Agency,Spacebook,36842,PASS -THROUGH MEDIA,7016,30024,6063,79010,25322
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43590,43592,MED-2284,RealGood Interactive Media Inc.,Ads180,56779,PASS -THROUGH MEDIA,7016,82337,6063,79005,171344
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43560,43562,MED-3651,Critical Point Social Media Agency,Spacebook,93209,PASS -THROUGH MEDIA,2808,28101,6056,79010,37802
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44154,44164,MED-2745,RealGood Interactive Media Inc.,Ads180,88116,PASS -THROUGH MEDIA,1808,18801,6063,79005,152957
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44106,44117,MED-9894,RealGood Interactive Media Inc.,Zing,59459,PASS -THROUGH MEDIA,7016,30024,6063,79010,155732
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43931,43941,MED-9038,RealGood Interactive Media Inc.,Zing,8409,PASS -THROUGH MEDIA,7016,82337,6063,79010,18126
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43559,43567,MED-6300,RealGood Interactive Media Inc.,Googly Ads,11411,PASS -THROUGH MEDIA,1608,16060,6078,79010,8159
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44021,44023,MED-1330,Critical Point Social Media Agency,Spacebook,68237,PASS -THROUGH MEDIA,2808,28101,6063,79025,27615
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43570,43579,MED-7534,RealGood Interactive Media Inc.,Googly Ads,50178,PASS -THROUGH MEDIA,1808,18801,6063,79010,30693
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43713,43716,MED-8854,RealGood Interactive Media Inc.,Googly Ads,84741,PASS -THROUGH MEDIA,7016,30024,6063,79010,62925
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43590,43594,MED-7727,RealGood Interactive Media Inc.,Googly Ads,12333,PASS -THROUGH MEDIA,7016,82337,6063,79010,10337
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43591,43595,MED-8875,RealGood Interactive Media Inc.,Zing,28922,PASS -THROUGH MEDIA,1608,16060,6078,79010,54394
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43560,43565,MED-9469,RealGood Interactive Media Inc.,Zing,48679,PASS -THROUGH MEDIA,2808,28101,6063,79025,157804
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44061,44072,MED-2059,RealGood Interactive Media Inc.,Zing,78270,PASS -THROUGH MEDIA,1808,18801,6063,79010,420826
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43713,43724,MED-5263,RealGood Interactive Media Inc.,Ads180,18894,PASS -THROUGH MEDIA,7016,30024,6063,79010,40643
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43943,43954,MED-5859,RealGood Interactive Media Inc.,Googly Ads,66633,PASS -THROUGH MEDIA,7016,30024,6063,79010,60242
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43719,43722,MED-7742,RealGood Interactive Media Inc.,Ads180,72256,PASS -THROUGH MEDIA,1608,16060,6078,79010,123050
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44037,44042,MED-6001,Critical Point Social Media Agency,Spacebook,19671,PASS -THROUGH MEDIA,2808,28101,6063,79025,15285
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43992,43995,MED-8373,RealGood Interactive Media Inc.,Ads180,79417,PASS -THROUGH MEDIA,1808,18801,6063,79010,232431
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43592,43601,MED-3335,RealGood Interactive Media Inc.,Googly Ads,28459,PASS -THROUGH MEDIA,7016,82337,6056,79010,18437
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43463,43467,MED-3193,RealGood Interactive Media Inc.,Zing,17354,PASS -THROUGH MEDIA,7016,82337,6056,79010,53832
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43714,43724,MED-2072,RealGood Interactive Media Inc.,Ads180,3268,PASS -THROUGH MEDIA,7016,82337,6056,79010,9925
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43574,43576,MED-4193,RealGood Interactive Media Inc.,Zing,78932,PASS -THROUGH MEDIA,7016,30024,6063,79010,160088
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44163,44174,MED-4192,Critical Point Social Media Agency,Spacebook,46210,PASS -THROUGH MEDIA,7016,30024,6063,79010,22673
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43594,43602,MED-7928,RealGood Interactive Media Inc.,Googly Ads,19873,PASS -THROUGH MEDIA,1808,18801,6063,79010,12812
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43561,43564,MED-7387,RealGood Interactive Media Inc.,Googly Ads,52549,PASS -THROUGH MEDIA,7016,30024,6063,79010,57371
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44110,44115,MED-7096,RealGood Interactive Media Inc.,Ads180,89229,PASS -THROUGH MEDIA,7016,30024,6063,79010,754924
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43683,43694,MED-4079,RealGood Interactive Media Inc.,Ads180,26016,PASS -THROUGH MEDIA,1808,18801,6063,79010,43575
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43554,43563,MED-6974,RealGood Interactive Media Inc.,Googly Ads,83239,PASS -THROUGH MEDIA,7016,30000,7434,79045,84009
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43990,43993,MED-2449,RealGood Interactive Media Inc.,Zing,91016,PASS -THROUGH MEDIA,7016,30000,7434,79045,499306
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43805,43810,MED-7605,RealGood Interactive Media Inc.,Ads180,60117,PASS -THROUGH MEDIA,7016,30000,7434,79045,193711
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43479,43481,MED-6482,RealGood Interactive Media Inc.,Googly Ads,6495,PASS -THROUGH MEDIA,7016,30000,7434,79045,6661
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43947,43952,MED-4968,RealGood Interactive Media Inc.,Zing,29722,PASS -THROUGH MEDIA,7016,30000,7434,79045,59711
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43532,43539,MED-9221,RealGood Interactive Media Inc.,Ads180,77318,PASS -THROUGH MEDIA,7016,30000,7434,79045,594614
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43658,43664,MED-5061,RealGood Interactive Media Inc.,Googly Ads,71730,PASS -THROUGH MEDIA,7016,30000,7434,79045,58283
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43566,43576,MED-4631,RealGood Interactive Media Inc.,Zing,93263,PASS -THROUGH MEDIA,7016,30000,7434,79045,193601
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43849,43857,MED-8551,RealGood Interactive Media Inc.,Ads180,47093,PASS -THROUGH MEDIA,7016,30000,7434,79045,249200
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43589,43592,MED-3759,RealGood Interactive Media Inc.,Googly Ads,57731,PASS -THROUGH MEDIA,7016,30000,7434,79045,69364
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43883,43885,MED-3668,RealGood Interactive Media Inc.,Zing,1623,PASS -THROUGH MEDIA,7016,30000,7434,79045,8097
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43885,43895,MED-7444,RealGood Interactive Media Inc.,Ads180,6631,PASS -THROUGH MEDIA,7016,30000,7434,79045,27829
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43675,43682,MED-4082,Critical Point Social Media Agency,Spacebook,45372,PASS -THROUGH MEDIA,7016,30000,7434,79045,18081
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43835,43841,MED-3205,Critical Point Social Media Agency,Spacebook,30899,PASS -THROUGH MEDIA,7016,30000,7434,79045,21034
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43510,43513,MED-9523,RealGood Interactive Media Inc.,Ads180,24096,PASS -THROUGH MEDIA,7016,30000,7434,79045,47317
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43639,43647,MED-2966,RealGood Interactive Media Inc.,Googly Ads,87129,PASS -THROUGH MEDIA,7016,30000,7434,79045,92687
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43973,43982,MED-8429,RealGood Interactive Media Inc.,Zing,23706,PASS -THROUGH MEDIA,7016,30000,7434,79045,150098
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43967,43970,MED-2037,RealGood Interactive Media Inc.,Ads180,83589,PASS -THROUGH MEDIA,7016,30000,7434,79045,184122
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43463,43468,MED-8933,RealGood Interactive Media Inc.,Googly Ads,95537,PASS -THROUGH MEDIA,7016,30000,7434,79045,56893
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43847,43854,MED-6833,RealGood Interactive Media Inc.,Zing,10637,PASS -THROUGH MEDIA,7016,30000,7434,79045,56439
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43745,43750,MED-8852,Critical Point Social Media Agency,Spacebook,23197,PASS -THROUGH MEDIA,7016,30000,7434,79045,8915
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43600,43602,MED-2096,RealGood Interactive Media Inc.,Googly Ads,8179,PASS -THROUGH MEDIA,7016,30000,7434,79045,8224
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43809,43813,MED-9798,Critical Point Social Media Agency,Spacebook,86411,PASS -THROUGH MEDIA,7016,30000,7434,79045,35815
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43916,43920,MED-1958,RealGood Interactive Media Inc.,Ads180,87790,PASS -THROUGH MEDIA,7016,30000,7434,79045,163146
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43710,43721,MED-8231,RealGood Interactive Media Inc.,Googly Ads,66330,PASS -THROUGH MEDIA,7016,82337,5965,79010,37747
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43951,43957,MED-4685,RealGood Interactive Media Inc.,Googly Ads,8330,PASS -THROUGH MEDIA,7016,82337,5965,79010,9654
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43780,43790,MED-9336,RealGood Interactive Media Inc.,Googly Ads,31261,PASS -THROUGH MEDIA,7016,82337,6056,79010,36693
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44098,44107,MED-8082,RealGood Interactive Media Inc.,Googly Ads,81915,PASS -THROUGH MEDIA,7016,82337,6056,79010,78401
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43968,43977,MED-5239,Critical Point Social Media Agency,Spacebook,81366,PASS -THROUGH MEDIA,7016,82337,6056,79010,46058
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43712,43723,MED-7909,RealGood Interactive Media Inc.,Googly Ads,66783,PASS -THROUGH MEDIA,7016,82337,6056,79010,43196
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43644,43646,MED-1136,RealGood Interactive Media Inc.,Googly Ads,83962,PASS -THROUGH MEDIA,7016,82337,6056,79010,63009
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43484,43489,MED-5398,RealGood Interactive Media Inc.,Googly Ads,46378,PASS -THROUGH MEDIA,7016,82337,6056,79010,27130
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44100,44110,MED-5499,RealGood Interactive Media Inc.,Zing,70801,PASS -THROUGH MEDIA,7016,82337,5965,79010,209861
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43969,43975,MED-7884,RealGood Interactive Media Inc.,Zing,96317,PASS -THROUGH MEDIA,7016,82337,5965,79010,295535
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43949,43952,MED-9080,RealGood Interactive Media Inc.,Zing,79134,PASS -THROUGH MEDIA,7016,82337,6056,79010,342520
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43897,43904,MED-1046,RealGood Interactive Media Inc.,Zing,82297,PASS -THROUGH MEDIA,7016,82337,6056,79010,174017
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44030,44040,MED-9231,RealGood Interactive Media Inc.,Zing,49507,PASS -THROUGH MEDIA,7016,82337,6056,79010,101480
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43697,43703,MED-7931,RealGood Interactive Media Inc.,Zing,82255,PASS -THROUGH MEDIA,7016,82337,6056,79010,181455
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43582,43589,MED-2679,Critical Point Social Media Agency,Spacebook,9713,PASS -THROUGH MEDIA,7016,82337,6056,79010,3461
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43687,43692,MED-7337,Critical Point Social Media Agency,Spacebook,71558,PASS -THROUGH MEDIA,7016,82337,6056,79010,50934
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43538,43546,MED-8413,RealGood Interactive Media Inc.,Ads180,24557,PASS -THROUGH MEDIA,7016,82337,5965,79010,120680
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43781,43791,MED-7782,RealGood Interactive Media Inc.,Ads180,27043,PASS -THROUGH MEDIA,7016,82337,5965,79010,58458
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43732,43739,MED-6709,RealGood Interactive Media Inc.,Ads180,84935,PASS -THROUGH MEDIA,7016,82337,6056,79010,393552
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43508,43513,MED-7075,RealGood Interactive Media Inc.,Ads180,3386,PASS -THROUGH MEDIA,7016,82337,6056,79010,25252
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43690,43696,MED-3543,RealGood Interactive Media Inc.,Ads180,49202,PASS -THROUGH MEDIA,7016,82337,6056,79010,127240
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43889,43894,MED-1309,RealGood Interactive Media Inc.,Ads180,98557,PASS -THROUGH MEDIA,7016,82337,6056,79010,625632
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43561,43571,MED-4851,RealGood Interactive Media Inc.,Ads180,70035,PASS -THROUGH MEDIA,7016,82337,6056,79010,506891
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43745,43751,MED-5315,RealGood Interactive Media Inc.,Ads180,17013,PASS -THROUGH MEDIA,7016,82337,6056,79010,35076
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43705,43711,MED-6716,RealGood Interactive Media Inc.,AlphaBeta,67137,PASS -THROUGH MEDIA,7016,82337,5965,79010,114106
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43625,43628,MED-5816,Critical Point Social Media Agency,Spacebook,51727,PASS -THROUGH MEDIA,7016,82337,5965,79010,57117
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43939,43947,MED-9204,RealGood Interactive Media Inc.,AlphaBeta,33798,PASS -THROUGH MEDIA,7016,82337,6056,79010,62214
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43527,43529,MED-4116,RealGood Interactive Media Inc.,AlphaBeta,50129,PASS -THROUGH MEDIA,7016,82337,6056,79010,173793
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43711,43716,MED-9183,RealGood Interactive Media Inc.,AlphaBeta,88415,PASS -THROUGH MEDIA,7016,82337,6056,79010,639748
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43481,43487,MED-4778,RealGood Interactive Media Inc.,AlphaBeta,3143,PASS -THROUGH MEDIA,7016,82337,6056,79010,15932
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44024,44027,MED-4910,RealGood Interactive Media Inc.,AlphaBeta,55786,PASS -THROUGH MEDIA,7016,82337,6056,79010,129223
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43624,43629,MED-5597,RealGood Interactive Media Inc.,Googly Ads,63410,PASS -THROUGH MEDIA,7016,20002,5938,79010,36764
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43961,43964,MED-5985,RealGood Interactive Media Inc.,Googly Ads,43597,PASS -THROUGH MEDIA,7016,82337,5938,79010,39668
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43491,43494,MED-1072,RealGood Interactive Media Inc.,Googly Ads,75904,PASS -THROUGH MEDIA,7016,30000,7504,79010,72177
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44068,44072,MED-9534,RealGood Interactive Media Inc.,Zing,13193,PASS -THROUGH MEDIA,7016,30000,7504,79010,50821
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43561,43565,MED-2414,RealGood Interactive Media Inc.,Ads180,14839,PASS -THROUGH MEDIA,7016,30000,7504,79010,69930
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43639,43648,MED-9814,RealGood Interactive Media Inc.,AlphaBeta,48409,PASS -THROUGH MEDIA,7016,30000,7504,79010,105510
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43963,43971,MED-1103,Critical Point Social Media Agency,Spacebook,25798,PASS -THROUGH MEDIA,7016,30000,7504,79010,19649
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43584,43594,MED-1474,RealGood Interactive Media Inc.,Zing,4614,PASS -THROUGH MEDIA,7016,20002,5938,79010,14421
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44133,44140,MED-9417,RealGood Interactive Media Inc.,Zing,54422,PASS -THROUGH MEDIA,7016,82337,5938,79010,106294
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43841,43852,MED-8120,RealGood Interactive Media Inc.,Zing,99030,PASS -THROUGH MEDIA,7016,30000,7504,79010,171763
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43879,43881,MED-2427,Critical Point Social Media Agency,Spacebook,70371,PASS -THROUGH MEDIA,7016,30000,7504,79010,70701
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43962,43968,MED-1968,RealGood Interactive Media Inc.,Googly Ads,54730,PASS -THROUGH MEDIA,7016,30000,7504,79010,34458
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43593,43596,MED-6129,Critical Point Social Media Agency,Spacebook,66722,PASS -THROUGH MEDIA,7016,30000,7504,79010,50991
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43963,43967,MED-1579,RealGood Interactive Media Inc.,Ads180,12662,PASS -THROUGH MEDIA,7016,30000,7504,79010,62763
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43584,43586,MED-5966,RealGood Interactive Media Inc.,Ads180,51351,PASS -THROUGH MEDIA,7016,20002,5938,79010,134323
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43802,43806,MED-6845,Critical Point Social Media Agency,Spacebook,57158,PASS -THROUGH MEDIA,7016,82337,5938,79010,23023
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44110,44113,MED-6435,RealGood Interactive Media Inc.,AlphaBeta,71474,PASS -THROUGH MEDIA,7016,30000,7504,79010,380477
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43596,43598,MED-4226,RealGood Interactive Media Inc.,Googly Ads,97960,PASS -THROUGH MEDIA,7016,30000,7504,79010,64723
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43783,43792,MED-3064,RealGood Interactive Media Inc.,Zing,87467,PASS -THROUGH MEDIA,7016,30000,7504,79010,344752
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43541,43546,MED-1746,RealGood Interactive Media Inc.,Ads180,49544,PASS -THROUGH MEDIA,7016,30000,7504,79010,211857
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44109,44112,MED-4572,RealGood Interactive Media Inc.,Googly Ads,40293,PASS -THROUGH MEDIA,7016,30000,7504,79010,45685
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44025,44030,MED-8763,RealGood Interactive Media Inc.,AlphaBeta,61745,PASS -THROUGH MEDIA,7016,20002,5938,79010,115513
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43465,43468,MED-7898,RealGood Interactive Media Inc.,AlphaBeta,69826,PASS -THROUGH MEDIA,7016,82337,5938,79010,138950
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43590,43594,MED-4138,RealGood Interactive Media Inc.,Zing,49203,PASS -THROUGH MEDIA,7016,30000,7504,79010,217136
